   9   2018/08/12   14:42:09.000   17.1100   -100.8400    44.30    5.20  0    0    0
   9   2016/07/19   13:42:46.000   17.4812   -98.8102    47.4    5.10  0    0    0
   9   2016/06/27   20:50:35.000   16.5400   -97.91   21.3    5.60  0    0    0
   9   2021/09/08   01:47:53.000   17.0300   -99.76   21.8    7.00  0    0    0
   9   2021/03/20   03:06:35.000   16.0000   -98.89   32.6    5.80  0    0    0
   9   2018/03/30   15:08:01.000   16.0000   -98.53   21.0    4.70  0    0    0
   9   2019/09/30   23:15:32.000   16.4500   -99.14   18.2    4.70  0    0    0
