,Unnamed: 0,starttime,endtime,sampling_rate,st,ch,date_time_id,distance,azimuth,b_azimuth
740,740,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,TXIG,HHZ,2018.08.12.14.42.09,,,
741,741,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,CGIG,HHN,2018.08.12.14.42.09,,,
742,742,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,PZIG,HHE,2018.08.12.14.42.09,,,
743,743,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,TPIG,HHN,2018.08.12.14.42.09,,,
744,744,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,MMIG,HHZ,2018.08.12.14.42.09,,,
745,745,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,LPIG,HHN,2018.08.12.14.42.09,,,
746,746,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,TUIG,HHN,2018.08.12.14.42.09,,,
747,747,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,YAIG,HHN,2018.08.12.14.42.09,,,
748,748,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,RPIG,HHN,2018.08.12.14.42.09,,,
749,749,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,GTIG,HHN,2018.08.12.14.42.09,,,
750,750,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,MBIG,HHE,2018.08.12.14.42.09,,,
751,751,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,TGIG,HHN,2018.08.12.14.42.09,,,
752,752,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,TJIG,HHN,2018.08.12.14.42.09,,,
753,753,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,NZIG,HHN,2018.08.12.14.42.09,,,
754,754,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,MAIG,HHN,2018.08.12.14.42.09,,,
755,755,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,SCIG,HHZ,2018.08.12.14.42.09,,,
756,756,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,IGIG,HHN,2018.08.12.14.42.09,,,
757,757,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,SSIG,HHZ,2018.08.12.14.42.09,,,
758,758,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,HUIG,HHZ,2018.08.12.14.42.09,,,
759,759,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,PPIG,HHE,2018.08.12.14.42.09,,,
760,760,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,ACIG,HHZ,2018.08.12.14.42.09,,,
761,761,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,IGIG,HHZ,2018.08.12.14.42.09,,,
762,762,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,TOIG,HHN,2018.08.12.14.42.09,,,
763,763,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,ZIIG,HHZ,2018.08.12.14.42.09,,,
764,764,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,TJIG,HHZ,2018.08.12.14.42.09,,,
765,765,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,ZIIG,HHN,2018.08.12.14.42.09,,,
766,766,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,CRIG,HHZ,2018.08.12.14.42.09,,,
767,767,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,MYIG,HHE,2018.08.12.14.42.09,,,
768,768,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,TSIG,HHE,2018.08.12.14.42.09,,,
769,769,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,DAIG,HHN,2018.08.12.14.42.09,,,
770,770,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,MNIG,HHN,2018.08.12.14.42.09,,,
771,771,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,TSIG,HHZ,2018.08.12.14.42.09,,,
772,772,2018-08-12T14:41:59.000000Z,2018-08-12T14:48:09.000000Z,100.0,MEIG,HHZ,2018.08.12.14.42.09,,,
773,773,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MCIG,HHZ,2016.06.27.20.50.35,,,
774,774,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TJIG,HHE,2016.06.27.20.50.35,,,
775,775,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,SSIG,HHN,2016.06.27.20.50.35,,,
776,776,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CGIG,HHZ,2016.06.27.20.50.35,,,
777,777,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,80.0,CUIG,HHZ,2016.06.27.20.50.35,,,
778,778,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,OXIG,HHE,2016.06.27.20.50.35,,,
779,779,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,LNIG,HHZ,2016.06.27.20.50.35,,,
780,780,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,DHIG,HHN,2016.06.27.20.50.35,,,
781,781,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,IGIG,HHE,2016.06.27.20.50.35,,,
782,782,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MEIG,HHE,2016.06.27.20.50.35,,,
783,783,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,DAIG,HHZ,2016.06.27.20.50.35,,,
784,784,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,ZIIG,HHE,2016.06.27.20.50.35,,,
785,785,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,LNIG,HHN,2016.06.27.20.50.35,,,
786,786,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TXIG,HHN,2016.06.27.20.50.35,,,
787,787,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TOIG,HHE,2016.06.27.20.50.35,,,
788,788,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,ZAIG,HHN,2016.06.27.20.50.35,,,
789,789,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CSIG,HHN,2016.06.27.20.50.35,,,
790,790,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,HLIG,HHE,2016.06.27.20.50.35,,,
791,791,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,ARIG,HHN,2016.06.27.20.50.35,,,
792,792,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TSIG,HHN,2016.06.27.20.50.35,,,
793,793,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,YOIG,HHE,2016.06.27.20.50.35,,,
794,794,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MYIG,HHZ,2016.06.27.20.50.35,,,
795,795,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,THIG,HHN,2016.06.27.20.50.35,,,
796,796,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TPIG,HHE,2016.06.27.20.50.35,,,
797,797,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,SRIG,HHZ,2016.06.27.20.50.35,,,
798,798,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TUIG,HHZ,2016.06.27.20.50.35,,,
799,799,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,80.0,CUIG,HHE,2016.06.27.20.50.35,,,
800,800,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,SRIG,HHN,2016.06.27.20.50.35,,,
801,801,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,HPIG,HHN,2016.06.27.20.50.35,,,
802,802,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,80.0,MOIG,HHE,2016.06.27.20.50.35,,,
803,803,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,AAIG,HHZ,2016.06.27.20.50.35,,,
804,804,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,YAIG,HHE,2016.06.27.20.50.35,,,
805,805,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TPIG,HHZ,2016.06.27.20.50.35,,,
806,806,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MBIG,HHZ,2016.06.27.20.50.35,,,
807,807,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,80.0,MOIG,HHN,2016.06.27.20.50.35,,,
808,808,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,AAIG,HHN,2016.06.27.20.50.35,,,
809,809,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,ARIG,HHZ,2016.06.27.20.50.35,,,
810,810,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,HPIG,HHZ,2016.06.27.20.50.35,,,
811,811,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,HSIG,HHZ,2016.06.27.20.50.35,,,
812,812,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,YOIG,HHZ,2016.06.27.20.50.35,,,
813,813,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,NZIG,HHZ,2016.06.27.20.50.35,,,
814,814,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MMIG,HHN,2016.06.27.20.50.35,,,
815,815,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,HSIG,HHN,2016.06.27.20.50.35,,,
816,816,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,DHIG,HHE,2016.06.27.20.50.35,,,
817,817,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CSIG,HHZ,2016.06.27.20.50.35,,,
818,818,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,THIG,HHZ,2016.06.27.20.50.35,,,
819,819,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PDIG,HHZ,2016.06.27.20.50.35,,,
820,820,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PLIG,HHZ,2016.06.27.20.50.35,,,
821,821,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CMIG,HHE,2016.06.27.20.50.35,,,
822,822,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,ANIG,HHZ,2016.06.27.20.50.35,,,
823,823,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,ARIG,HHE,2016.06.27.20.50.35,,,
824,824,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MCIG,HHE,2016.06.27.20.50.35,,,
825,825,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,HPIG,HHE,2016.06.27.20.50.35,,,
826,826,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,HUIG,HHN,2016.06.27.20.50.35,,,
827,827,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PLIG,HHE,2016.06.27.20.50.35,,,
828,828,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TLIG,HHN,2016.06.27.20.50.35,,,
829,829,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CGIG,HHE,2016.06.27.20.50.35,,,
830,830,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,HLIG,HHN,2016.06.27.20.50.35,,,
831,831,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PLIG,HHN,2016.06.27.20.50.35,,,
832,832,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,DHIG,HHZ,2016.06.27.20.50.35,,,
833,833,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,LNIG,HHE,2016.06.27.20.50.35,,,
834,834,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TXIG,HHE,2016.06.27.20.50.35,,,
835,835,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PNIG,HHN,2016.06.27.20.50.35,,,
836,836,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CJIG,HHN,2016.06.27.20.50.35,,,
837,837,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CAIG,HHE,2016.06.27.20.50.35,,,
838,838,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,LVIG,HHN,2016.06.27.20.50.35,,,
839,839,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CRIG,HHN,2016.06.27.20.50.35,,,
840,840,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,ZAIG,HHE,2016.06.27.20.50.35,,,
841,841,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,HLIG,HHZ,2016.06.27.20.50.35,,,
842,842,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,SSIG,HHE,2016.06.27.20.50.35,,,
843,843,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CMIG,HHZ,2016.06.27.20.50.35,,,
844,844,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,80.0,CUIG,HHN,2016.06.27.20.50.35,,,
845,845,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,THIG,HHE,2016.06.27.20.50.35,,,
846,846,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MEIG,HHN,2016.06.27.20.50.35,,,
847,847,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MCIG,HHN,2016.06.27.20.50.35,,,
848,848,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,OXIG,HHZ,2016.06.27.20.50.35,,,
849,849,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,LVIG,HHZ,2016.06.27.20.50.35,,,
850,850,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,SRIG,HHE,2016.06.27.20.50.35,,,
851,851,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PPIG,HHZ,2016.06.27.20.50.35,,,
852,852,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,80.0,MOIG,HHZ,2016.06.27.20.50.35,,,
853,853,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,NZIG,HHE,2016.06.27.20.50.35,,,
854,854,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CAIG,HHN,2016.06.27.20.50.35,,,
855,855,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,HUIG,HHE,2016.06.27.20.50.35,,,
856,856,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,LVIG,HHE,2016.06.27.20.50.35,,,
857,857,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,YOIG,HHN,2016.06.27.20.50.35,,,
858,858,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CAIG,HHZ,2016.06.27.20.50.35,,,
859,859,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,ANIG,HHE,2016.06.27.20.50.35,,,
860,860,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CRIG,HHE,2016.06.27.20.50.35,,,
861,861,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,RPIG,HHZ,2016.06.27.20.50.35,,,
862,862,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TOIG,HHZ,2016.06.27.20.50.35,,,
863,863,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CCIG,HHE,2016.06.27.20.50.35,,,
864,864,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MAIG,HHE,2016.06.27.20.50.35,,,
865,865,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PDIG,HHE,2016.06.27.20.50.35,,,
866,866,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CJIG,HHE,2016.06.27.20.50.35,,,
867,867,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,GTIG,HHE,2016.06.27.20.50.35,,,
868,868,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,ZAIG,HHZ,2016.06.27.20.50.35,,,
869,869,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PNIG,HHE,2016.06.27.20.50.35,,,
870,870,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PNIG,HHZ,2016.06.27.20.50.35,,,
871,871,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TLIG,HHZ,2016.06.27.20.50.35,,,
872,872,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CMIG,HHN,2016.06.27.20.50.35,,,
873,873,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,HSIG,HHE,2016.06.27.20.50.35,,,
874,874,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MAIG,HHZ,2016.06.27.20.50.35,,,
875,875,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,RPIG,HHE,2016.06.27.20.50.35,,,
876,876,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TLIG,HHE,2016.06.27.20.50.35,,,
877,877,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,GTIG,HHZ,2016.06.27.20.50.35,,,
878,878,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,YAIG,HHZ,2016.06.27.20.50.35,,,
879,879,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,AAIG,HHE,2016.06.27.20.50.35,,,
880,880,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PCIG,HHZ,2016.06.27.20.50.35,,,
881,881,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MMIG,HHE,2016.06.27.20.50.35,,,
882,882,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PCIG,HHE,2016.06.27.20.50.35,,,
883,883,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,DAIG,HHE,2016.06.27.20.50.35,,,
884,884,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PDIG,HHN,2016.06.27.20.50.35,,,
885,885,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PPIG,HHN,2016.06.27.20.50.35,,,
886,886,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MBIG,HHN,2016.06.27.20.50.35,,,
887,887,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TUIG,HHE,2016.06.27.20.50.35,,,
888,888,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CCIG,HHZ,2016.06.27.20.50.35,,,
889,889,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CCIG,HHN,2016.06.27.20.50.35,,,
890,890,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,ANIG,HHN,2016.06.27.20.50.35,,,
891,891,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MYIG,HHN,2016.06.27.20.50.35,,,
892,892,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PCIG,HHN,2016.06.27.20.50.35,,,
893,893,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CSIG,HHE,2016.06.27.20.50.35,,,
894,894,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,OXIG,HHN,2016.06.27.20.50.35,,,
895,895,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TXIG,HHZ,2016.06.27.20.50.35,,,
896,896,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CGIG,HHN,2016.06.27.20.50.35,,,
897,897,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TPIG,HHN,2016.06.27.20.50.35,,,
898,898,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MMIG,HHZ,2016.06.27.20.50.35,,,
899,899,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TUIG,HHN,2016.06.27.20.50.35,,,
900,900,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,YAIG,HHN,2016.06.27.20.50.35,,,
901,901,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,RPIG,HHN,2016.06.27.20.50.35,,,
902,902,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,GTIG,HHN,2016.06.27.20.50.35,,,
903,903,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MBIG,HHE,2016.06.27.20.50.35,,,
904,904,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CJIG,HHZ,2016.06.27.20.50.35,,,
905,905,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TJIG,HHN,2016.06.27.20.50.35,,,
906,906,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,NZIG,HHN,2016.06.27.20.50.35,,,
907,907,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MAIG,HHN,2016.06.27.20.50.35,,,
908,908,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,IGIG,HHN,2016.06.27.20.50.35,,,
909,909,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,SSIG,HHZ,2016.06.27.20.50.35,,,
910,910,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,HUIG,HHZ,2016.06.27.20.50.35,,,
911,911,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,PPIG,HHE,2016.06.27.20.50.35,,,
912,912,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,IGIG,HHZ,2016.06.27.20.50.35,,,
913,913,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TOIG,HHN,2016.06.27.20.50.35,,,
914,914,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,ZIIG,HHZ,2016.06.27.20.50.35,,,
915,915,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TJIG,HHZ,2016.06.27.20.50.35,,,
916,916,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,ZIIG,HHN,2016.06.27.20.50.35,,,
917,917,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,CRIG,HHZ,2016.06.27.20.50.35,,,
918,918,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MYIG,HHE,2016.06.27.20.50.35,,,
919,919,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TSIG,HHE,2016.06.27.20.50.35,,,
920,920,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,DAIG,HHN,2016.06.27.20.50.35,,,
921,921,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,TSIG,HHZ,2016.06.27.20.50.35,,,
922,922,2016-06-27T20:50:25.000000Z,2016-06-27T20:56:35.000000Z,100.0,MEIG,HHZ,2016.06.27.20.50.35,,,
927,927,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,OXIG,HHE,2019.09.30.23.15.32,265.718755636,74.6266830849,255.320930036
932,932,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,PEIG,HHZ,2019.09.30.23.15.32,218.83432601,102.915155211,283.471996237
933,933,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,MEIG,HHE,2019.09.30.23.15.32,171.019400667,342.709656878,162.567894271
934,934,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,DAIG,HHZ,2019.09.30.23.15.32,83.4428235084,319.333672891,139.186614225
937,937,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,TXIG,HHN,2019.09.30.23.15.32,171.792895504,58.5954256471,238.9951716
938,938,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,FTIG,HHZ,2019.09.30.23.15.32,193.68976594,33.4432460056,213.740790969
939,939,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,TOIG,HHE,2019.09.30.23.15.32,286.124987337,50.1649222609,230.78130899
942,942,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,HLIG,HHE,2019.09.30.23.15.32,208.6748991,42.7614457977,223.155339048
943,943,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,ARIG,HHN,2019.09.30.23.15.32,239.809408687,327.825705631,147.465253282
947,947,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,TPIG,HHE,2019.09.30.23.15.32,288.479376615,40.6385262031,221.171378392
952,952,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,MOIG,HHE,2019.09.30.23.15.32,417.140867349,328.328103942,147.681099212
954,954,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,YAIG,HHE,2019.09.30.23.15.32,267.119600087,1.65070746944,181.672853296
955,955,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,TPIG,HHZ,2019.09.30.23.15.32,288.479376615,40.6385262031,221.171378392
957,957,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,MOIG,HHN,2019.09.30.23.15.32,417.140867349,328.328103942,147.681099212
