,Unnamed: 0,starttime,endtime,sampling_rate,st,ch,date_time_id,distance,azimuth,b_azimuth
959,959,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,ARIG,HHZ,2019.09.30.23.15.32,239.809408687,327.825705631,147.465253282
968,968,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,ARIG,HHE,2019.09.30.23.15.32,239.809408687,327.825705631,147.465253282
971,971,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,HUIG,HHN,2019.09.30.23.15.32,332.948807501,102.653767028,283.495187351
972,972,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,TLIG,HHN,2019.09.30.23.15.32,137.451926874,26.2941475473,206.461893375
974,974,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,PEIG,HHE,2019.09.30.23.15.32,218.83432601,102.915155211,283.471996237
975,975,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,HLIG,HHN,2019.09.30.23.15.32,208.6748991,42.7614457977,223.155339048
978,978,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,TXIG,HHE,2019.09.30.23.15.32,171.792895504,58.5954256471,238.9951716
980,980,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,CAIG,HHE,2019.09.30.23.15.32,137.24011944,299.017613772,118.692729131
982,982,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,CRIG,HHN,2019.09.30.23.15.32,35.9657309503,331.777499466,151.731950416
984,984,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,HLIG,HHZ,2019.09.30.23.15.32,208.6748991,42.7614457977,223.155339048
988,988,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,MEIG,HHN,2019.09.30.23.15.32,171.019400667,342.709656878,162.567894271
990,990,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,OXIG,HHZ,2019.09.30.23.15.32,265.718755636,74.6266830849,255.320930036
995,995,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,MOIG,HHZ,2019.09.30.23.15.32,417.140867349,328.328103942,147.681099212
997,997,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,CAIG,HHN,2019.09.30.23.15.32,137.24011944,299.017613772,118.692729131
998,998,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,HUIG,HHE,2019.09.30.23.15.32,332.948807501,102.653767028,283.495187351
1000,1000,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,YOIG,HHN,2019.09.30.23.15.32,175.943109331,74.9101174529,255.367000764
1001,1001,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,CAIG,HHZ,2019.09.30.23.15.32,137.24011944,299.017613772,118.692729131
1002,1002,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,CRIG,HHE,2019.09.30.23.15.32,35.9657309503,331.777499466,151.731950416
1004,1004,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,TOIG,HHZ,2019.09.30.23.15.32,286.124987337,50.1649222609,230.78130899
1008,1008,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,PZIG,HHZ,2019.09.30.23.15.32,318.748871914,359.280002722,179.268294966
1012,1012,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,TLIG,HHZ,2019.09.30.23.15.32,137.451926874,26.2941475473,206.461893375
1014,1014,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,PEIG,HHN,2019.09.30.23.15.32,218.83432601,102.915155211,283.471996237
1016,1016,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,TLIG,HHE,2019.09.30.23.15.32,137.451926874,26.2941475473,206.461893375
1018,1018,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,YAIG,HHZ,2019.09.30.23.15.32,267.119600087,1.65070746944,181.672853296
1022,1022,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,FTIG,HHN,2019.09.30.23.15.32,193.68976594,33.4432460056,213.740790969
1023,1023,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,FTIG,HHE,2019.09.30.23.15.32,193.68976594,33.4432460056,213.740790969
1025,1025,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,DAIG,HHE,2019.09.30.23.15.32,83.4428235084,319.333672891,139.186614225
1026,1026,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,PZIG,HHN,2019.09.30.23.15.32,318.748871914,359.280002722,179.268294966
1036,1036,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,OXIG,HHN,2019.09.30.23.15.32,265.718755636,74.6266830849,255.320930036
1037,1037,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,TXIG,HHZ,2019.09.30.23.15.32,171.792895504,58.5954256471,238.9951716
1039,1039,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,PZIG,HHE,2019.09.30.23.15.32,318.748871914,359.280002722,179.268294966
1040,1040,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,TPIG,HHN,2019.09.30.23.15.32,288.479376615,40.6385262031,221.171378392
1044,1044,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,YAIG,HHN,2019.09.30.23.15.32,267.119600087,1.65070746944,181.672853296
1054,1054,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,HUIG,HHZ,2019.09.30.23.15.32,332.948807501,102.653767028,283.495187351
1056,1056,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,TOIG,HHN,2019.09.30.23.15.32,286.124987337,50.1649222609,230.78130899
1058,1058,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,CRIG,HHZ,2019.09.30.23.15.32,35.9657309503,331.777499466,151.731950416
1061,1061,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,DAIG,HHN,2019.09.30.23.15.32,83.4428235084,319.333672891,139.186614225
1064,1064,2019-09-30T23:15:22.000000Z,2019-09-30T23:21:32.000000Z,100.0,MEIG,HHZ,2019.09.30.23.15.32,171.019400667,342.709656878,162.567894271
